AscensionNum	TaxoName	pValue	fdrCorrectedpVal	CohenEffectSize	foldChanges	Log2_FC	Mean0_tolerant	mean1_sensitive	sensitiveSample_1	sensitiveSample_2	sensitiveSample_3	sensitiveSample_4	sensitiveSample_5	sensitiveSample_6	sensitiveSample_7	sensitiveSample_8	sensitiveSample_9	sensitiveSample_10	sensitiveSample_11	sensitiveSample_12	sensitiveSample_13	sensitiveSample_14	sensitiveSample_15	sensitiveSample_16	sensitiveSample_17	sensitiveSample_18	sensitiveSample_19	sensitiveSample_20	sensitiveSample_21	sensitiveSample_22	sensitiveSample_23	sensitiveSample_24	sensitiveSample_25	sensitiveSample_26	sensitiveSample_27	sensitiveSample_28	sensitiveSample_29	sensitiveSample_30	sensitiveSample_31	sensitiveSample_32	sensitiveSample_33	sensitiveSample_34	sensitiveSample_35	sensitiveSample_36	sensitiveSample_37	sensitiveSample_38	tolerantSample_1	tolerantSample_2	tolerantSample_3	tolerantSample_4	tolerantSample_5	tolerantSample_6	tolerantSample_7	tolerantSample_8	tolerantSample_9	tolerantSample_10	tolerantSample_11	tolerantSample_12	tolerantSample_13	tolerantSample_14	tolerantSample_15	tolerantSample_16	tolerantSample_17	tolerantSample_18	tolerantSample_19	tolerantSample_20	tolerantSample_21	tolerantSample_22	tolerantSample_23	tolerantSample_24	tolerantSample_25	tolerantSample_26	tolerantSample_27	tolerantSample_28	tolerantSample_29	tolerantSample_30	tolerantSample_31	tolerantSample_32	tolerantSample_33	tolerantSample_34	tolerantSample_35	tolerantSample_36	tolerantSample_37	tolerantSample_38	tolerantSample_39	tolerantSample_40	tolerantSample_41	tolerantSample_42	tolerantSample_43	tolerantSample_44	tolerantSample_45	tolerantSample_46	tolerantSample_47	tolerantSample_48	tolerantSample_49	tolerantSample_50	tolerantSample_51	tolerantSample_52	tolerantSample_53	tolerantSample_54	tolerantSample_55	tolerantSample_56	tolerantSample_57	tolerantSample_58	tolerantSample_59	tolerantSample_60
ASN41	Propionibacterium_freudenreichii	0.754598212	0.853943075	0.061218436	4.001892285	2.000682336	0.001205833	0.000301316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN42	Atopobium_deltae	0.845034289	0.905553986	0.01362536	1.174794239	0.232408096	0.000100167	8.53E-05	0	0	0	0	0.00324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00382	0	0	0	0
ASN43	Atopobium_minutum	0.208912382	0.477731007	0.130256512	0	#NUM!	0	0.001396316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN44	Atopobium_parvulum	0.123081945	0.477731007	0.189153892	0.066730292	-3.905514372	0.000368	0.005514737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05026	0	0	0	0.04224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02208	0	0
ASN45	Atopobium_rimae	0.878653877	0.929962517	0.050283589	2.429489489	1.280653191	0.005677333	0.002336842	0	0	0	0	0	0	0	0	0	0.03853	0	0	0	0	0.01004	0	0	0	0	0	0	0	0.00264	0	0	0	0	0	0	0	0	0	0	0	0.03759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00088	0	0	0	0	0	0	0	0	0	0	0	0.00286	0.32533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0054	0	0	0	0	0.00178	0	0	0	0	0	0	0	0	0	0	0	0.00439	0	0
ASN46	Atopobium_vaginae	0.426135255	0.628316216	0.082495791	inf	#VALUE!	0.000260833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01565	0	0
ASN47	Olsenella_profusa	0.011056705	0.144093832	0.033985825	1.159938272	0.214048032	0.002307667	0.001989474	0.00488	0	0	0	0.00307	0	0	0.0003	0	0.00575	0	0	0.00443	0	0.00152	0	0	0	0	0	0	0	0.00101	0	0	0	0	0.00311	0.00254	0	0	0.00532	0	0	0	0.04118	0	0.00249	0	0	0	0	0.00467	0.00607	0	0.00449	0.0035	0.00207	0.00587	0.00111	0.0077	0	0	0.00449	0.00367	0.0031	0	0.0024	0	0	0.00113	0.00509	0	0	0.00051	0	0.00078	0	0.00212	0	0	0	0.00385	0.00626	0.00645	0	0	0.00362	0.01145	0.00446	0	0.00081	0.00095	0.00392	0	0	0	0	0.00507	0.0048	0.0002	0.00258	0.00255	0.00667	0.00206	0.00746	0.00653	0
ASN48	Olsenella_scatoligenes	0.013157105	0.161074862	0.129719461	1.312876156	0.392730833	0.043957167	0.033481579	0.09534	0.00411	0.00912	0.00198	0.02481	0.03848	0.00048	0.03064	0.03478	0.09058	0.00329	0	0.04686	0.01518	0.07353	0.00146	0	0.00852	0.02018	0.02345	0.0071	0.01433	0.01996	0.00572	0.02104	0.00935	0.00657	0.06686	0.03699	0.02084	0.07887	0.07603	0.02806	0	0.0118	0.28374	0	0.06225	0.00803	0.03307	0.01741	0.00499	0.06153	0.07686	0	0.06965	0.0653	0.0588	0.09704	0.04481	0.10225	0.01746	0.00291	0.06385	0.09076	0.03604	0.01591	0.07674	0.00937	0.01604	0.03446	0.05974	0	0.02235	0.02812	0.03422	0.05344	0.03824	0.04552	0.00854	0.00766	0.00555	0.0493	0.06504	0.0456	0.0373	0.02891	0.04781	0.11561	0.09304	0.0452	0.01889	0.02203	0.05702	0.00616	0	0.01294	0.00787	0.09625	0.08597	0.02703	0.06946	0.03384	0.07405	0.03959	0.12297	0.10588	0.02301
ASN49	Collinsella_aerofaciens	0.041923809	0.360366355	0.152747887	1.433187418	0.519227283	2.971942667	2.073659474	10.30503	0.03651	0.05674	0.14984	3.23147	1.64468	0.02096	1.90509	5.18048	7.83111	0.07969	0	4.05889	0.92003	6.08053	0.00725	0.02056	0.0456	0.05019	0.84279	0.20042	1.68572	2.43526	0.30141	0.65991	0.10438	0.0968	4.09304	2.52755	1.82783	4.67624	5.07995	1.45508	0.10816	0.10555	5.24271	0.00172	5.72989	0.04295	1.92952	0.77941	0.02726	4.27754	5.66563	0.55991	7.50435	3.01302	3.63355	5.69285	3.29045	7.1304	0.13552	0.058	4.11995	8.25708	1.87055	1.2385	5.3681	0.06764	0.09569	2.58375	7.40518	0.11727	0.73571	1.29723	0.07138	2.04261	2.44305	2.28432	0.72155	2.16568	1.75961	2.686	4.72895	2.64293	1.79295	1.64546	3.18582	10.7027	4.03536	2.86018	1.33588	0.85104	4.00843	0.0602	0.06457	0.12466	0.11055	16.41037	7.03978	0.97907	4.69154	1.38163	1.76971	0.90636	7.75869	6.86191	1.29661
ASN50	Collinsella_intestinalis	0.022478272	0.238979525	0.121677943	1.53935088	0.622322117	0.267606833	0.173843947	0.43678	0.03171	0.51502	0.00864	0.15357	0.12884	0.02099	0.17296	0.41561	0.34559	0.02278	0.00344	0.15824	0.05628	0.31594	0.02367	0	0.38315	1.15523	0.04489	0.02326	0.05221	0.09169	0.06435	0.07037	0.06891	0.04011	0.27373	0.15208	0.13074	0.30319	0.27542	0.07872	0.01415	0.05099	0.28527	0	0.23755	0.04451	0.19964	0.10226	0.44638	0.35541	0.35813	0.0354	0.3673	0.27686	0.18158	0.28501	0.23869	0.33012	1.5123	0.01395	0.19758	0.34942	0.16142	0.05876	0.24153	0.04895	0.07365	0.17688	0.29663	0.0035	0.09618	0.30432	3.40284	0.16762	0.1733	0.1644	0.04964	0.08548	0.06066	0.21865	0.3001	0.24361	0.17325	0.12844	0.20749	0.43214	0.29685	0.15041	0.14319	0.0888	0.19421	0.11033	0.20658	0.05526	0.05539	0.42681	0.27779	0.07424	0.25142	0.16789	0.19467	0.14027	0.28423	0.31548	0.05861
ASN51	Collinsella_stercoris	0.020813373	0.227259535	0.18549093	1.437989715	0.524053358	0.3466085	0.241036842	1.05037	0.02443	0.11723	0.02279	0.20266	0.25296	0.01204	0.23659	0.53006	0.83635	0.02869	0	0.44394	0.10322	0.68114	0.01922	0.00659	0.08936	0.19338	0.09692	0.05068	0.08296	0.14764	0.06936	0.13334	0.06864	0.03744	0.53926	0.30595	0.24898	0.43982	0.57573	0.20726	0.04986	0.06334	0.57009	0	0.62111	0.04757	0.2716	0.15295	0.07794	0.48642	0.6309	0.02931	0.80458	0.35124	0.33685	0.66697	0.34907	0.7064	0.28834	0.03279	0.56435	0.66173	0.2319	0.13176	0.58564	0.03916	0.0514	0.30795	0.58393	0.01323	0.07057	0.12756	0.48068	0.23781	0.28027	0.35183	0.08737	0.13764	0.101	0.36467	0.50757	0.43847	0.2196	0.21268	0.30042	1.18908	0.64916	0.30885	0.15872	0.1889	0.47496	0.04749	0.04639	0.0799	0.04203	1.32092	0.78104	0.15523	0.38757	0.18791	0.37999	0.18574	0.90198	0.85306	0.13547
ASN52	Enorma_massiliensis	0.003929016	0.098076978	0.231966904	1.629287282	0.704241008	0.113041667	0.069381053	0.32765	0.00748	0.0086	0.00517	0.07123	0.04525	0.00224	0.08367	0.09941	0.24473	0.01062	0	0.133	0.03923	0.22334	0.00585	0	0.00524	0.01703	0.0321	0.00231	0.02155	0.04453	0.00597	0.02118	0.02476	0.01253	0.17448	0.09845	0.05998	0.11637	0.14493	0.0631	0.04649	0.04101	0.22901	0	0.16799	0.01755	0.0685	0.0386	0.00378	0.14146	0.2161	0.02307	0.19169	0.11825	0.13533	0.20327	0.13548	0.22361	0.03104	0.02408	0.18047	0.24013	0.08112	0.05509	0.16803	0.01719	0.03775	0.08302	0.15764	0.00266	0.05586	0.05061	0.03111	0.07284	0.08808	0.0851	0.02386	0.06661	0.02849	0.11082	0.16098	0.11398	0.08284	0.0741	0.15119	0.36458	0.19732	0.11829	0.04558	0.09586	0.20516	0.01064	0	0.04411	0.03266	0.52821	0.31931	0.04169	0.15597	0.09503	0.13968	0.0743	0.24107	0.23011	0.05155
ASN53	[Collinsella]_massiliensis	0.003147215	0.098076978	0.245489321	1.570579267	0.651296757	0.269909833	0.171853684	0.62287	0.03538	0.06366	0.01373	0.20827	0.16646	0.00492	0.17939	0.3451	0.58237	0.02325	0.00165	0.28298	0.07347	0.38974	0.01126	0.0027	0.04781	0.11635	0.08898	0.01743	0.09244	0.1567	0.03755	0.07511	0.05529	0.03612	0.32191	0.19183	0.18268	0.38574	0.38869	0.16371	0.1068	0.11458	0.52075	0.00196	0.42081	0.06476	0.20674	0.10311	0.04697	0.39216	0.4371	0.04305	0.52775	0.35622	0.26826	0.6004	0.28059	0.60519	0.11761	0.04723	0.328	0.48481	0.25941	0.09717	0.44321	0.06375	0.13268	0.23439	0.41889	0.01653	0.12563	0.09239	0.15386	0.19855	0.18786	0.2007	0.04959	0.14864	0.0925	0.23119	0.39774	0.34104	0.24669	0.11067	0.1934	0.68757	0.4424	0.24305	0.12548	0.21144	0.45045	0.03035	0.12558	0.2115	0.08363	1.15151	0.5085	0.10695	0.3808	0.21586	0.36232	0.2342	0.56491	0.56831	0.14335
ASN54	Adlercreutzia_equolifaciens	0.001842062	0.098076978	0.217769658	2.13696611	1.095564028	0.162273333	0.075936316	0.14402	0.05661	0.00787	0.00897	0.07384	0	0	0.09243	0	0.62834	0.01002	0	0.00979	0	0.2935	0.01608	0.0016	0.01256	0.05281	0.00822	0.00277	0.0258	0.0365	0	0.01031	0.05144	0.06133	0.15592	0.16201	0.00754	0.33207	0.20986	0.09921	0.06179	0.12704	0.10461	0	0.02072	0.04033	0.22946	0.11255	0.00479	0.03077	0.04259	0	0.11006	0.08778	0.04701	0.24402	0.22389	0.10255	0.25003	0.04898	0.41547	0.22237	0.4078	0.09638	0.12253	0.00687	0.14424	0.24151	0.36353	0.00446	0.0905	0.01141	0.02696	0.01384	0.00451	0.01467	0	0.02985	0.01966	0.14879	0.06233	0.09828	0.0354	0.04607	0.03913	0.46435	0.27759	0.05582	0.30615	0.10999	0.38077	0.01817	0.13565	0.29138	0.07815	0.00568	0.06573	0.03519	0.29807	0.29224	1.57531	0.17015	0.50806	0.29104	0.13554
ASN55	Asaccharobacter_celatus	0.00388377	0.098076978	0.183145482	1.844544768	0.883264805	0.243532333	0.132028421	0.20669	0.08011	0.0085	0.01151	0.16784	0.00804	0	0.10108	0.07174	1.01763	0.01556	0	0.0121	0	0.40358	0.01931	0.00517	0.01785	0.07204	0.0167	0.00674	0.06396	0.09172	0.00195	0.0159	0.06481	0.0872	0.16791	0.18107	0.04657	0.84204	0.42741	0.22441	0.12313	0.23431	0.1638	0	0.0387	0.05195	0.34739	0.27927	0.0045	0.03612	0.10206	0.01045	0.1628	0.14335	0.06404	0.30521	0.39288	0.12259	0.30572	0.04992	0.61048	0.17254	0.52738	0.15956	0.19596	0.01106	0.22371	0.33489	0.45663	0.02408	0.20494	0.0098	0.03728	0.02324	0.01334	0.04723	0.00641	0.03883	0.02549	0.21163	0.08518	0.17292	0.0538	0.05731	0.0618	0.63596	0.32121	0.08554	0.64764	0.26727	0.46636	0.02729	0.31442	0.50616	0.12884	0.01443	0.10054	0.02691	0.25156	0.40401	2.34567	0.30496	0.96991	0.45668	0.19284
ASN56	Denitrobacterium_detoxificans	0.004001495	0.098076978	0.240643627	2.139577072	1.097325649	0.020795	0.009719211	0.00909	0.02388	0.00698	0	0.00894	0	0	0.00784	0	0.02893	0.00566	0	0.00202	0	0.01484	0.00666	0	0.00392	0.02584	0.0013	0	0.00166	0.00599	0	0	0.02464	0.03529	0.00622	0.00272	0.00871	0.02804	0.02215	0.00562	0.01443	0.04627	0.01579	0	0.0059	0.00665	0.01154	0.0122	0.00208	0.02898	0.00724	0	0.01859	0.01006	0.00771	0.01818	0.02249	0.05023	0.0199	0.01742	0.03064	0.02532	0.03591	0.00771	0.0117	0.00463	0.06925	0.00947	0.02412	0	0	0.00426	0.01837	0.02766	0.01261	0.00087	0	0.00268	0	0.01265	0.01419	0.006	0.00993	0.0119	0.01081	0.03616	0.00898	0.01065	0.02797	0.0922	0.12178	0	0	0.149	0.03175	0.02126	0.02101	0.0044	0.02588	0.01786	0.02378	0.03243	0.01751	0.01991	0.00122
ASN57	Eggerthella_lenta	0.938398608	0.960426769	0.025395652	1.127204022	0.172748664	0.205982	0.182737105	0.0951	0.63037	0.0423	0	0.11759	0	0.01079	0.0395	0	0.19204	0.10748	0.01252	0.08733	0	0.14356	0.1609	0.11989	0.14045	0.42516	0.00375	0	0.06487	0.06949	0	0	0.60629	0.68802	0.0351	0.04268	0	0	0.19401	0.01221	1.43865	1.27406	0	0	0.1899	0.30819	0.11807	0.01016	0.01197	0.00428	0.01841	0	0.24457	0	0.00644	0.08584	0.25366	0.03541	0.26537	0.31991	0.00878	0.1602	1.07816	0.08293	0.08218	0.07557	1.32278	0.14485	0.39748	0	0	0.03692	0.07452	0	0	0	0	0.02989	0	0.41919	0.05929	0	0	0.00752	0.00234	0.15092	0.04771	0.00864	0.38369	0	0.08095	0.02909	0	3.69909	0.59848	0	0	0.02587	0.17529	0.77157	0.34051	0.02891	0.04507	0.20274	0.10551
ASN58	Enterorhabdus_caecimuris	0.010697669	0.144093832	0.225493549	1.772300421	0.825623175	0.091053333	0.051375789	0.06461	0.09181	0.01073	0	0.06093	0.0061	0.00205	0.02451	0	0.20012	0.01708	0	0.01538	0.00064	0.11399	0.0235	0.01073	0.02449	0.07846	0.00407	0	0.018	0.02559	0.00153	0.01137	0.08275	0.0905	0.05839	0.0394	0.01155	0.19801	0.11874	0.04411	0.15073	0.24141	0.06425	0	0.04675	0.05486	0.07723	0.0515	0.00834	0.03805	0.02558	0	0.08404	0.07362	0.03588	0.12808	0.11831	0.10424	0.103	0.05479	0.08316	0.08806	0.24063	0.04018	0.0563	0.01099	0.2668	0.08059	0.14882	0	0.14929	0.01083	0.04477	0.02539	0.00879	0.00698	0.00033	0.01837	0.00193	0.10121	0.03791	0.07726	0.01521	0.0251	0.0311	0.21688	0.10404	0.02189	0.13585	0.23205	0.28229	0.01121	0.09049	0.57168	0.13486	0.02031	0.02543	0.01469	0.13847	0.20254	0.29309	0.10209	0.16065	0.12281	0.05436
ASN59	Gordonibacter_pamelaeae	0.113576459	0.477731007	0.140930614	1.53367195	0.616989926	0.292810667	0.190921316	0.10096	0.47203	0.06583	0	0.30746	0.00201	0.00825	0.06251	0.04903	0.59562	0.07943	0.00349	0.04396	0	0.21853	0.12874	0.06588	0.12696	0.52246	0.00672	0.0029	0.06625	0.08763	0.00038	0.00607	0.30496	0.33668	0.21123	0.0882	0.02465	0.44281	0.39495	0.1757	0.75651	1.29529	0.05803	0	0.1429	0.26227	0.27196	0.30404	0.03985	0.03576	0.08793	0	0.24658	0.16818	0.05529	0.18371	0.33769	0.11279	0.33049	0.27375	0.09289	0.28245	1.0222	0.14076	0.11961	0.05713	1.36626	0.2814	0.64159	0.03278	0.94048	0.04443	0.13179	0.02046	0.00638	0.00771	0	0.0577	0.02309	0.31544	0.11632	0.18424	0.05154	0.06026	0.07858	0.32728	0.12315	0.06109	0.35451	0.11291	0.21364	0.03749	0.98474	2.45728	0.70991	0.00133	0.04443	0.04445	0.41098	0.76522	0.80085	0.42612	0.39919	0.29327	0.21502
ASN60	Slackia_isoflavoniconvertens	0.000312831	0.063191923	0.227570784	5.633323929	2.493986432	0.136617	0.024251579	0.03803	0.02003	0.01038	0	0.01591	0.00947	0	0.01674	0.0271	0.05263	0.00715	0	0.01233	0.00121	0.0386	0.00145	0.00169	0.00683	0.01652	0.00292	0	0	0.00538	0	0.01057	0.02925	0.03931	0.01691	0.01155	0.02689	0.15866	0.04799	0.01619	0	0.06174	0.1867	0	0.03143	0.01799	0.01635	0.05811	0.01306	0.36045	0.01565	0	0.02624	0.06343	0.02997	0.03268	0.03572	0.34154	0.00948	0.01166	1.17012	0.03026	0.06487	0.01286	0.02397	0.00919	0.06488	0.02279	0.03325	0.01309	0.01357	0.00653	0.02396	0.70223	0.22718	0.0183	0.00111	0.01248	0	0.03535	0.01708	0.06671	0.05012	0.02775	0.02896	0.08292	0.05547	0.02246	0.0254	0.93589	1.23873	0.00442	0	0.12054	0.04386	1.4034	0.25317	0.01722	0.04538	0.04709	0.04441	0.04261	0.05209	0.0484	0.00462
ASN61	Thermoleophilum_album	0.005797306	0.111529131	0.175572761	3.795788696	1.924399683	0.002704	0.000712368	0	0.00137	0	0	0.0019	0.00191	0	0	0	0.00236	0	0	0	0.0032	0	0.00142	0	0	0	0.00154	0	0	0	0	0.00167	0	0	0.00151	0	0	0	0.00491	0.00211	0	0	0.00317	0	0	0.00314	0	0.00276	0	0.00121	0	0	0	0	0.00499	0.0027	0.00111	0.0014	0	0.00353	0.00196	0.00229	0	0	0.0021	0.00107	0.00116	0	0.00298	0.00384	0.05332	0	0	0.00438	0.0035	0	0	0.00304	0	0	0	0	0	0	0.00283	0.00323	0.00806	0	0.00112	0.00378	0	0	0	0.00362	0.00347	0.00209	0.00549	0.00084	0	0.00333	0.00554	0.01466	0.00215	0.00155	0
ASN62	Bacteroides_caccae	0.882539281	0.929962517	0.064775218	0.820670379	-0.285125214	2.084141667	2.53956	0	1.3831	1.35987	3.82955	0	0.53799	12.25242	0	0	0.34138	0	8.26854	1.43683	0	0	4.60334	2.68724	12.35131	0.61178	3.26556	5.34598	0	0	0.08945	2.79201	10.14957	1.92259	0	0	0.6343	0.38703	7.8823	9.05651	0	0	0.06412	5.25051	0	6.20083	5.33082	0	2.3297	3.69162	1.04177	0	0.22935	0	21.07338	5.11807	0	0.45384	8.04339	1.93018	8.73969	7.07454	0	0.29573	0.60934	3.48367	0.72211	0.47739	3.41301	0	0	0.59264	1.71365	8.52659	2.16481	3.65107	3.36763	0	0	1.84021	0.27434	0	0	2.03332	2.51091	0.21028	1.70321	0	0	0.2519	0.05477	5.54737	3.21117	0.75109	1.54865	0.02551	2.78055	0.21713	0.23334	0	0	0.07559	0.47912	0.00148	1.02374
ASN63	Bacteroides_cellulosilyticus	0.047361208	0.360531564	0.133740985	0.211129318	-2.243801167	0.023836667	0.112900789	0.00747	0	0	0	0.50112	0	0	0	0	0.07723	0	0	0	0.00259	0	0	0	0	0	0	0	0.10333	0.05752	0	0	0	0	0	0	0	0.04501	0.30684	3.18912	0	0	0	0	0	0	0	0.15758	0	0.54908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06065	0	0	0	0.35214	0.31075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN64	Bacteroides_coprocola	0.069281116	0.360531564	0.108453088	inf	#VALUE!	0.146555833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31784	0	0	0.01822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92699	6.5173	0	0	0	0	0	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN65	Bacteroides_coprophilus	0.536810453	0.727756454	0.077950887	2.113075643	1.079344413	0.054019667	0.025564474	0	0	0.1579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72723	0.08632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11119	0	0	0	0.00253	0	0	0	0	0	0	0.78568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2759	1.19806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02552	0.8423
ASN66	Bacteroides_dorei	0.126727144	0.477731007	0.005984318	1.04223853	0.059685495	1.126543833	1.080888684	0	0	0	0	0	0	16.12074	0.06026	0.00543	0.34646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.10524	9.10451	0.90478	1.69623	0.15178	0.48531	2.94878	5.14425	0	0	0	0	0	0	0	0	24.59655	0	9.55399	0	0	0	0	0	0.50182	0	0	0	0	0	0	0	0.01565	0	0	0	0	0	0	2.01071	3.08258	0	0	6.37909	19.49752	0	0	0	0	0	0	0	0	0	0	0.62425	1.33047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN67	Bacteroides_eggerthii	0.134349668	0.477731007	0.186681541	0.017680409	-5.821704543	0.036511333	2.065072895	0	0	0	0	0	0	0	0.12663	0	0	0	30.45953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52323	1.70413	0	0	0	0	0	0	0	44.65925	0	0	0	0	0	0	0	0	0	0	0.4249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33313	1.43265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN68	Bacteroides_faecis	0.600479266	0.780043805	0.102293155	2.795200312	1.482951674	0.182445667	0.065271053	0	0	0.57545	0	0.23158	0	0	0	0	0	0	0	0	0	0	0	0	1.22676	0.10842	0	0	0.18268	0.14269	0	0	0	0	0	0	0	0	0	0	0	0	0.01272	0	0	0	0	0	0	0	0	0	0	0	0.84658	0	0	0	0	4.16758	0.17419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3282	0.09269	0	0	0	0	0	0	0	0	3.31167	1.48831	0	0.53752	0	0	0	0	0	0	0	0
ASN69	Bacteroides_faecis_CAG_32	0.622205689	0.787997174	0.131506719	0.052174759	-4.260504162	0.000611667	0.011723421	0	0	0.02235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41804	0	0	0	0	0.0051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00741	0	0	0	0	0	0.00447	0	0	0.00428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0081	0.00668	0	0	0	0	0	0	0	0	0	0	0	0.00411	0	0	0	0	0	0.00165	0	0
ASN70	Bacteroides_finegoldii	0.870571625	0.925555096	0.04765583	1.737753194	0.797223196	0.0608895	0.035039211	0	0	0	0.01982	0	0	0	0	0	0.00167	0	0	0	0	0	0	0	0	0	0.27749	0.3251	0	0	0	0	0	0	0	0	0	0	0.17627	0.53114	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16502	0	0	0	0	0	0	0	0	0	0	0.17596	0	0	0	0.0097	0	0	0	0	0.17492	0.01627	0	0	0	0	0	0	0.42053	2.57211	0	0	0	0	0	0	0	0.0161	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10276
ASN71	Bacteroides_fragilis	0.141881945	0.477731007	0.114856883	1.85975259	0.895110707	1.374203	0.738917105	0	0.22415	0	0	0.08061	0	0.25743	0.18523	0.09975	0	0	9.21967	0	0	0	0.2052	1.11419	0.00689	0	0	0	0.278	0.31654	0.0472	0.01473	3.20348	0	1.49478	5.34333	0.03335	0.11735	3.0214	0.02382	0	0	0	2.79175	0	16.27124	0.15333	0.07389	0.4898	6.6099	0.57304	0.82795	0.03576	0.02492	8.86376	0	3.48249	0	1.74972	0	0	0	1.41877	0	0	2.00585	1.66323	0.29499	1.60456	0.01957	0	0.91853	15.18967	0.56043	0.32662	0.21116	3.80433	0.6626	0.56316	0.40629	0.01553	0.17282	0.35662	2.2132	0.27745	0	0	1.31117	7.07616	0	0	1.55222	0.33786	0.01125	0	0	0	0	0	0.32234	0	0	0	0	0
ASN72	Bacteroides_galacturonicus	0.073091826	0.360531564	0.19246998	0.153247069	-2.706068613	0.001879333	0.012263421	0	0	0	0	0	0	0	0	0	0	0.015	0	0.07575	0	0	0	0	0.00393	0	0.00199	0.17315	0	0.00492	0.00174	0	0	0	0	0	0	0	0.00482	0	0	0	0	0	0.18471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05118	0	0	0	0	0	0.00647	0	0	0	0.03005	0	0	0	0	0	0	0	0	0	0.00397	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01649	0.0046	0	0	0	0	0	0	0	0	0	0
